,district,state,district_census_code,state_census_code,total,rural,urban
137,Baghpat,Uttar Pradesh,139,9,17.5,18.2,
136,Meerut,Uttar Pradesh,138,9,17.4,21.8,15.3
249,East Siang,Arunachal Pradesh,251,12,17.3,17.9,
155,Lucknow,Uttar Pradesh,157,9,17.3,20.9,15.6
93,Central,NCT Delhi,95,7,17.3,,17.3
172,Kaushambi,Uttar Pradesh,174,9,17.3,18.5,
374,Mayurbhanj,Odisha,376,21,17.2,16.9,
160,Auraiya,Uttar Pradesh,162,9,17.2,15.5,
140,Bulandshahr,Uttar Pradesh,142,9,17.1,18.4,
190,Mau,Uttar Pradesh,192,9,17.1,17.9,
138,Ghaziabad,Uttar Pradesh,140,9,17,19.9,16
376,Bhadrak,Odisha,378,21,17,19.2,
371,Debagarh,Odisha,373,21,16.9,17.2,
151,Kheri,Uttar Pradesh,153,9,16.8,18.1,
283,Serchhip,Mizoram,285,15,16.7,13.9,17.9
279,Mamit,Mizoram,281,15,16.6,16.3,
162,Kanpur Nagar,Uttar Pradesh,164,9,16.4,19.7,15
309,Sivasagar,Assam,311,18,16.1,16.3,
239,North District,Sikkim,241,11,16.1,16.9,
441,Vidisha,Madhya Pradesh,443,23,16.1,18.2,
285,Lawngtlai,Mizoram,287,15,16,13.5,
12,Shupiyan,Jammu & Kashmir,13,1,16,16.3,
341,South Twenty Four Parganas,West Bengal,343,19,15.9,16,
287,West Tripura,Tripura,289,16,15.9,13.7,19
364,Gumla,Jharkhand,366,20,15.7,15.7,
28,Una,Himachal Pradesh,29,2,15.6,15.9,
131,Muzaffarnagar,Uttar Pradesh,133,9,15.5,18.1,
373,Kendujhar,Odisha,375,21,15.5,15.6,
203,Sheohar,Bihar,205,10,15.4,15.2,
280,Kolasib,Mizoram,282,15,15.3,15.1,15.4
13,Anantnag,Jammu & Kashmir,14,1,15.2,12.7,
213,Darbhanga,Bihar,215,10,15.2,14.1,
90,North East,NCT Delhi,92,7,15.1,,15.1
154,Unnao,Uttar Pradesh,156,9,14.9,15.3,
141,Aligarh,Uttar Pradesh,143,9,14.8,15.7,13.1
134,Rampur,Uttar Pradesh,136,9,14.5,14.4,
148,Bareilly,Uttar Pradesh,150,9,14.4,15.7,12.2
289,Dhalai,Tripura,291,16,14.4,14.5,
156,Rae Bareli,Uttar Pradesh,158,9,14.2,14.4,
205,Madhubani,Bihar,207,10,14.2,14.3,
175,Faizabad,Uttar Pradesh,177,9,14.2,14.7,
145,Firozabad,Uttar Pradesh,147,9,14.2,15.9,11
161,Kanpur Dehat,Uttar Pradesh,163,9,14.2,15.2,
314,Cachar,Assam,316,18,14,14,
255,Dibang Valley,Arunachal Pradesh,257,12,13.9,13.9,
310,Jorhat,Assam,312,18,13.9,12.7,
375,Baleshwar,Odisha,377,21,13.9,14.5,
430,Neemuch,Madhya Pradesh,432,23,13.8,12.7,
21,Samba,Jammu & Kashmir,22,1,13.7,14.1,
130,Saharanpur,Uttar Pradesh,132,9,13.6,15.2,10.1
149,Pilibhit,Uttar Pradesh,151,9,13.6,14.1,
177,Sultanpur,Uttar Pradesh,179,9,13.6,13.5,
65,Udham Singh Nagar,Uttarakhand,67,5,13.6,15.6,10.7
262,Wokha,Nagaland,264,13,13.5,13.7,
5,Rajouri,Jammu & Kashmir,6,1,13.2,12.2,
261,Zunheboto,Nagaland,263,13,13.2,12.4,
284,Lunglei,Mizoram,286,15,13,10.8,16.3
133,Moradabad,Uttar Pradesh,135,9,12.9,12.8,13.2
268,Kohima,Nagaland,270,13,12.9,13.1,12.8
366,Pashchimi Singhbhum,Jharkhand,368,20,12.7,10.6,
242,East District,Sikkim,244,11,12.7,13.3,12.1
86,Faridabad,Haryana,88,6,12.7,,12.7
282,Champhai,Mizoram,284,15,12.7,14,11
16,Ramban,Jammu & Kashmir,17,1,12.7,12.4,
159,Etawah,Uttar Pradesh,161,9,12.7,14.6,
431,Mandsaur,Madhya Pradesh,433,23,12.6,12.7,
15,Doda,Jammu & Kashmir,16,1,12.4,12.5,
66,Hardwar,Uttarakhand,68,5,12.3,12.1,12.6
320,Kamrup Metropolitan,Assam,322,18,12.2,,11.9
266,Longleng,Nagaland,268,13,12.1,11.5,
296,East Khasi Hills,Meghalaya,298,17,11.8,9.1,14.9
288,South Tripura,Tripura,290,16,11.5,10.4,
14,Kulgam,Jammu & Kashmir,15,1,11.4,10.1,
176,Ambedkar Nagar,Uttar Pradesh,178,9,11.4,12.1,
582,North Goa,Goa,585,30,11.3,4.6,15.2
267,Kiphire,Nagaland,269,13,11.2,12.1,
302,Morigaon,Assam,304,18,11,11.2,
250,Upper Siang,Arunachal Pradesh,252,12,11,12.7,
135,Jyotiba Phule Nagar,Uttar Pradesh,137,9,10.9,11.4,
199,Etah,Uttar Pradesh,201,9,10.9,11.9,
170,Fatehpur,Uttar Pradesh,172,9,10.8,11.7,
290,North Tripura,Tripura,292,16,10.8,11.2,
91,East,NCT Delhi,93,7,10.8,,10.8
132,Bijnor,Uttar Pradesh,134,9,10.8,12.1,
150,Shahjahanpur,Uttar Pradesh,152,9,10.3,10,
305,Lakhimpur,Assam,307,18,10.2,10.5,
256,Lower Dibang Valley,Arunachal Pradesh,258,12,9.7,9.4,
324,Udalguri,Assam,326,18,9.6,10.1,
264,Phek,Nagaland,266,13,9.5,7.8,
184,Sant Kabir Nagar,Uttar Pradesh,186,9,9.5,9.9,
304,Sonitpur,Assam,306,18,9.3,10,
269,Peren,Nagaland,271,13,9.2,10.1,
146,Mainpuri,Uttar Pradesh,148,9,9,9.7,
208,Kishanganj,Bihar,210,10,8.9,9.3,
174,Bara Banki,Uttar Pradesh,176,9,8.8,10,
297,Jaintia Hills,Meghalaya,299,17,8.7,8.3,
153,Hardoi,Uttar Pradesh,155,9,8.6,8.8,
85,Mewat,Haryana,87,6,8.6,7.7,
214,Muzaffarpur,Bihar,216,10,8.5,8.4,
311,Golaghat,Assam,313,18,8.4,8.1,
462,Jhabua,Madhya Pradesh,464,23,8.2,7,
219,Samastipur,Bihar,221,10,8.2,7.5,
322,Baksa,Assam,324,18,8,8.1,
293,South Garo Hills,Meghalaya,295,17,8,8.6,
183,Basti,Uttar Pradesh,185,9,7.9,7.8,
258,Anjaw,Arunachal Pradesh,260,12,7.8,8.1,
319,Kamrup,Assam,321,18,7.6,8.2,
182,Siddharth Nagar,Uttar Pradesh,184,9,7.5,7.9,
200,Kanshiram Nagar,Uttar Pradesh,202,9,7.5,7.8,
157,Farrukhabad,Uttar Pradesh,159,9,7.4,7.7,
321,Nalbari,Assam,323,18,7.4,7.8,
265,Tuensang,Nagaland,267,13,7.3,4.7,
303,Nagaon,Assam,305,18,7.2,6.4,
181,Gonda,Uttar Pradesh,183,9,7.2,7.6,
247,Upper Subansiri,Arunachal Pradesh,249,12,7.1,6.8,
215,Gopalganj,Bihar,217,10,7.1,6.8,
158,Kannauj,Uttar Pradesh,160,9,6.6,6.8,
216,Siwan,Bihar,218,10,6.6,6.4,
295,Ribhoi,Meghalaya,297,17,6.6,6.4,
312,Karbi Anglong,Assam,314,18,6.1,6.3,
316,Hailakandi,Assam,318,18,5.7,5.6,
294,West Khasi Hills,Meghalaya,296,17,5.7,5.6,
315,Karimganj,Assam,317,18,5.6,5.8,
254,Kurung Kumey,Arunachal Pradesh,256,12,5.5,5.5,
263,Dimapur,Nagaland,265,13,5.5,5.5,5.5
217,Saran,Bihar,219,10,5,4.9,
147,Budaun,Uttar Pradesh,149,9,5,4.6,
272,Churachandpur,Manipur,274,14,4.9,5.2,
253,Lower Subansiri,Arunachal Pradesh,255,12,4.8,5.1,
246,Papumpare,Arunachal Pradesh,248,12,4.7,6.8,3.1
276,Imphal East,Manipur,278,14,4.4,3.4,5.9
178,Bahraich,Uttar Pradesh,180,9,4.4,4.7,
273,Bishnupur,Manipur,275,14,4.3,4.5,4
248,West Siang,Arunachal Pradesh,250,12,4.2,5.4,
243,Tawang,Arunachal Pradesh,245,12,4.2,4.3,
179,Shrawasti,Uttar Pradesh,181,9,4.1,4.2,
317,Bongaigaon,Assam,319,18,3.8,3.6,
202,Purba Champaran,Bihar,204,10,3.6,3.9,
301,Barpeta,Assam,303,18,3.5,3.4,
244,West Kameng,Arunachal Pradesh,246,12,3.3,3.6,
313,Dima Hasao,Assam,315,18,3.2,2.8,
259,Mon,Nagaland,261,13,3.2,2.8,
299,Dhubri,Assam,301,18,2.9,2.7,
271,Tamenglong,Manipur,273,14,2.9,2.5,
298,Kokrajhar,Assam,300,18,2.8,2.6,
300,Goalpara,Assam,302,18,2.8,2.7,
275,Imphal West,Manipur,277,14,2.8,2.5,2.9
323,Darrang,Assam,325,18,2.7,2.4,
270,Senapati,Manipur,272,14,2.5,2.6,
274,Thoubal,Manipur,276,14,2,1.6,2.6
201,Pashchim Champaran,Bihar,203,10,2,2,
278,Chandel,Manipur,280,14,1.7,2,
291,West Garo Hills,Meghalaya,293,17,1.6,0.7,
292,East Garo Hills,Meghalaya,294,17,1.3,1.2,
318,Chirang,Assam,320,18,1.3,1.2,
180,Balrampur,Uttar Pradesh,182,9,0.9,0.9,
245,East Kameng,Arunachal Pradesh,247,12,0.8,0.7,
277,Ukhrul,Manipur,279,14,0.6,0.4,
