,district,state,district_census_code,state_census_code,total,rural,urban
482,Panchmahal,Gujarat,484,24,1.3,0.6,
274,Thoubal,Manipur,276,14,1.3,1.5,1.1
291,West Garo Hills,Meghalaya,293,17,1.3,1.1,
394,Rayagada,Odisha,396,21,1.3,0.5,
238,Arwal,Bihar,240,10,1.3,1.4,
262,Wokha,Nagaland,264,13,1.3,1.5,
243,Tawang,Arunachal Pradesh,245,12,1.3,1.2,
249,East Siang,Arunachal Pradesh,251,12,1.3,0.5,
578,Kolar,Karnataka,581,29,1.2,0.3,2.7
290,North Tripura,Tripura,292,16,1.2,0.9,
312,Karbi Anglong,Assam,314,18,1.2,1.2,
244,West Kameng,Arunachal Pradesh,246,12,1.2,1.0,
246,Papumpare,Arunachal Pradesh,248,12,1.2,0.5,1.8
267,Kiphire,Nagaland,269,13,1.2,1.1,
452,Mandla,Madhya Pradesh,454,23,1.2,1.1,
606,Erode,Tamil Nadu,610,33,1.2,0.3,2.1
392,Nuapada,Odisha,394,21,1.2,1.3,
371,Debagarh,Odisha,373,21,1.2,1.1,
632,Mahe,Puducherry,636,34,1.2,,1.2
634,Nicobar,Andaman & Nicobar Islands,638,35,1.2,1.2,
389,Baudh,Odisha,391,21,1.1,1.1,
278,Chandel,Manipur,280,14,1.1,1.3,
277,Ukhrul,Manipur,279,14,1.1,1.3,
462,Jhabua,Madhya Pradesh,464,23,1.1,0.8,
232,Rohtas,Bihar,234,10,1.1,0.6,
234,Gaya,Bihar,236,10,1.1,0.9,
289,Dhalai,Tripura,291,16,1.1,1.2,
229,Bhojpur,Bihar,231,10,1.1,0.8,
618,Sivaganga,Tamil Nadu,622,33,1.1,0.6,2.2
225,Lakhisarai,Bihar,227,10,1.1,1.1,
610,Tiruchirappalli,Tamil Nadu,614,33,1.1,1.0,1.2
414,Dakshin Bastar Dantewada,Chhattisgarh,416,22,1.1,0.3,
285,Lawngtlai,Mizoram,287,15,1.0,0.6,
616,Thanjavur,Tamil Nadu,620,33,1.0,0.0,2.9
279,Mamit,Mizoram,281,15,1.0,0.8,
282,Champhai,Mizoram,284,15,1.0,1.0,1.0
235,Nawada,Bihar,237,10,1.0,0.9,
288,South Tripura,Tripura,290,16,1.0,0.6,
237,Jehanabad,Bihar,239,10,1.0,1.0,
559,Dharwad,Karnataka,562,29,1.0,0.0,1.8
376,Bhadrak,Odisha,378,21,1.0,1.1,
565,Shimoga,Karnataka,568,29,1.0,0.3,2.3
567,Chikmagalur,Karnataka,570,29,1.0,1.2,
270,Senapati,Manipur,272,14,1.0,1.0,
598,Thiruvallur,Tamil Nadu,602,33,1.0,0.0,1.5
222,Bhagalpur,Bihar,224,10,1.0,0.5,
360,Dumka,Jharkhand,362,20,1.0,0.9,
348,Deoghar,Jharkhand,350,20,1.0,0.7,
345,Chatra,Jharkhand,347,20,1.0,0.6,
218,Vaishali,Bihar,220,10,1.0,1.0,
354,Lohardaga,Jharkhand,356,20,1.0,0.9,
210,Katihar,Bihar,212,10,1.0,0.9,
357,Latehar,Jharkhand,359,20,0.9,0.8,
231,Kaimur,Bihar,233,10,0.9,0.7,
602,Tiruvannamalai,Tamil Nadu,606,33,0.9,0.9,
356,Palamu,Jharkhand,358,20,0.9,0.6,
209,Purnia,Bihar,211,10,0.9,1.0,
216,Siwan,Bihar,218,10,0.9,0.8,
611,Perambalur,Tamil Nadu,615,33,0.9,0.7,
534,Rangareddy,Telangana,537,28,0.9,,1.2
615,Thiruvarur,Tamil Nadu,619,33,0.9,0.6,
580,Bangalore Rural,Karnataka,583,29,0.9,0.8,
273,Bishnupur,Manipur,275,14,0.9,0.9,0.8
283,Serchhip,Mizoram,285,15,0.9,1.3,0.8
460,Sidhi,Madhya Pradesh,462,23,0.9,0.7,
351,Pakur,Jharkhand,353,20,0.9,0.6,
575,Chamarajanagar,Karnataka,578,29,0.8,0.6,
272,Churachandpur,Manipur,274,14,0.8,0.9,
626,Dharmapuri,Tamil Nadu,630,33,0.8,0.7,
558,Gadag,Karnataka,561,29,0.8,0.3,1.4
207,Araria,Bihar,209,10,0.8,0.8,
624,Tirunelveli,Tamil Nadu,628,33,0.8,0.0,1.6
619,Madurai,Tamil Nadu,623,33,0.8,1.0,0.8
552,Belgaum,Karnataka,555,29,0.8,0.9,
623,Thoothukkudi,Tamil Nadu,627,33,0.8,0.4,1.1
227,Nalanda,Bihar,229,10,0.8,0.4,
294,West Khasi Hills,Meghalaya,296,17,0.8,0.9,
201,Pashchim Champaran,Bihar,203,10,0.8,0.5,
529,Adilabad,Telangana,532,28,0.8,0.6,
536,Nalgonda,Telangana,539,28,0.8,0.7,
202,Purba Champaran,Bihar,204,10,0.8,0.8,
487,The Dangs,Gujarat,489,24,0.8,0.3,
233,Aurangabad,Bihar,235,10,0.8,0.6,
568,Tumkur,Karnataka,571,29,0.7,0.9,
599,Chennai,Tamil Nadu,603,33,0.7,,0.7
271,Tamenglong,Manipur,273,14,0.7,0.4,
221,Khagaria,Bihar,223,10,0.7,0.4,
573,Kodagu,Karnataka,576,29,0.7,0.6,
608,Dindigul,Tamil Nadu,612,33,0.7,0.3,1.4
205,Madhubani,Bihar,207,10,0.7,0.6,
612,Ariyalur,Tamil Nadu,616,33,0.7,0.8,
226,Sheikhpura,Bihar,228,10,0.7,0.6,
245,East Kameng,Arunachal Pradesh,247,12,0.6,0.6,
253,Lower Subansiri,Arunachal Pradesh,255,12,0.6,0.7,
248,West Siang,Arunachal Pradesh,250,12,0.6,0.6,
220,Begusarai,Bihar,222,10,0.6,0.1,
344,Garhwa,Jharkhand,346,20,0.6,0.6,
180,Balrampur,Uttar Pradesh,182,9,0.6,0.4,
179,Shrawasti,Uttar Pradesh,181,9,0.6,0.5,
297,Jaintia Hills,Meghalaya,299,17,0.6,0.5,
532,Medak,Telangana,535,28,0.6,0.0,
537,Warangal,Telangana,540,28,0.6,0.0,
544,Krishna,Andhra Pradesh,547,28,0.6,0.0,1.7
256,Lower Dibang Valley,Arunachal Pradesh,258,12,0.6,0.6,
605,Namakkal,Tamil Nadu,609,33,0.6,0.6,0.7
621,Virudhunagar,Tamil Nadu,625,33,0.6,0.3,0.8
630,Yanam,Puducherry,634,34,0.6,,0.6
261,Zunheboto,Nagaland,263,13,0.6,0.2,
554,Bijapur,Karnataka,557,29,0.6,0.4,
603,Viluppuram,Tamil Nadu,607,33,0.6,0.3,
366,Pashchimi Singhbhum,Jharkhand,368,20,0.5,0.4,
259,Mon,Nagaland,261,13,0.5,0.3,
564,Davanagere,Karnataka,567,29,0.5,0.3,0.9
284,Lunglei,Mizoram,286,15,0.5,0.6,0.4
293,South Garo Hills,Meghalaya,295,17,0.5,0.5,
405,Kabirdham,Chhattisgarh,407,22,0.5,0.3,
625,Kanniyakumari,Tamil Nadu,629,33,0.5,,0.6
223,Banka,Bihar,225,10,0.5,0.5,
254,Kurung Kumey,Arunachal Pradesh,256,12,0.4,0.4,
264,Phek,Nagaland,266,13,0.4,0.5,
628,Coimbatore,Tamil Nadu,632,33,0.4,,0.6
538,Khammam,Telangana,541,28,0.4,0.3,
236,Jamui,Bihar,238,10,0.4,0.4,
451,Dindori,Madhya Pradesh,453,23,0.4,0.4,
212,Saharsa,Bihar,214,10,0.4,0.2,
546,Prakasam,Andhra Pradesh,549,28,0.3,0.2,
215,Gopalganj,Bihar,217,10,0.3,0.3,
211,Madhepura,Bihar,213,10,0.3,0.3,
539,Srikakulam,Andhra Pradesh,542,28,0.3,0.4,
542,East Godavari,Andhra Pradesh,545,28,0.3,0.0,
631,Puducherry,Puducherry,635,34,0.3,0.9,0.0
613,Cuddalore,Tamil Nadu,617,33,0.2,0.0,0.7
533,Hyderabad,Telangana,536,28,0.2,,0.2
530,Nizamabad,Telangana,533,28,0.2,0.0,
543,West Godavari,Andhra Pradesh,546,28,0.2,0.0,
551,Chittoor,Andhra Pradesh,554,28,0.2,0.0,
629,Tiruppur,Tamil Nadu,633,33,0.2,0.0,0.3
601,Vellore,Tamil Nadu,605,33,0.2,0.0,0.4
622,Ramanathapuram,Tamil Nadu,626,33,0.2,0.0,0.6
627,Krishnagiri,Tamil Nadu,631,33,0.2,0.1,
562,Bellary,Karnataka,565,29,0.2,0.0,0.4
206,Supaul,Bihar,208,10,0.2,0.2,
286,Saiha,Mizoram,288,15,0.2,0.3,0.2
570,Mandya,Karnataka,573,29,0.2,0.2,
214,Muzaffarpur,Bihar,216,10,0.2,0.3,
292,East Garo Hills,Meghalaya,294,17,0.2,0.1,
545,Guntur,Andhra Pradesh,548,28,0.1,0.0,0.3
607,The Nilgiris,Tamil Nadu,611,33,0.1,0.2,0.0
556,Raichur,Karnataka,559,29,0.1,0.2,
576,Gulbarga,Karnataka,579,29,0.0,0.0,0.0
265,Tuensang,Nagaland,267,13,0.0,0.0,
550,Anantapur,Andhra Pradesh,553,28,0.0,0.0,
535,Mahbubnagar,Telangana,538,28,0.0,0.0,
540,Vizianagaram,Andhra Pradesh,543,28,0.0,0.0,
541,Visakhapatnam,Andhra Pradesh,544,28,0.0,0.0,0.0
547,Sri Potti Sriramulu Nellore,Andhra Pradesh,550,28,0.0,0.0,
548,Y.S.R. Cuddapah,Andhra Pradesh,551,28,0.0,0.0,0.0
549,Kurnool,Andhra Pradesh,552,28,0.0,0.0,
553,Bagalkot,Karnataka,556,29,0.0,0.0,0.0
266,Longleng,Nagaland,268,13,0.0,0.0,
557,Koppal,Karnataka,560,29,0.0,0.0,
561,Haveri,Karnataka,564,29,0.0,0.0,
577,Yadgir,Karnataka,580,29,0.0,0.0,
579,Chikkaballapura,Karnataka,582,29,0.0,0.0,
581,Ramanagara,Karnataka,584,29,0.0,0.0,
213,Darbhanga,Bihar,215,10,0.0,0.0,
531,Karimnagar,Telangana,534,28,0.0,0.0,
